# Title: J-7G Chengdu/Fishbed
# Author: BMS
# Revision: Flight Model Manager ver:1.7.4.63 Date: 1/19/2020 10:09:47 PM
#-----------------------------------------------------
# Comments
#-----------------------------------------------------
#Modif Mav-Jp: Store limiter to be used in associated WCD
#Modif Falcas: ThetaMax / GearPos / HasOldLandingLight
#Modif Falcas: 01/11/2011
#Modif Topolo: Flat limitor fix 2014/09/03
#Modif Uri-ba: CMDS changed 07/03/2015
#Modif Topolo: New FM for J-7G with LMAC WP-14C Kunlun-3 engine 08/03/2016
#
#-----------------------------------------------------
# SIMULATION INPUT PANEL
#-----------------------------------------------------
#
#-----------------------------------------------------
# INPUT MASS AND GEOMETRIC PROPERTIES
#-----------------------------------------------------
         +11860.000000  # Empty Weight (lbs)
           +268.000000  # Reference Area
          +9194.000000  # Internal Fuel
#-----------------------------------------------------
# ANGLE OF ATTACK AND SIDESLIP LIMITS
#-----------------------------------------------------
            +30.000000  # AOA Max
            -10.000000  # AOA Min
            +15.000000  # Beta Max
            -15.000000  # Beta Min
             +8.000000  # Max G
           +190.000000  # Max Roll
           +250.000000  # Min Vcas
           +900.000000  # Max Vcas
           +430.000000  # Corner Vcas
             +9.500000  # Theta Max
             +3.000000  # Num Gear
#
#Gear    xPos [ft]          yPos [ft]         zPos [ft]         Extent [deg]
         +12.10         +0.00         +5.75         +100.00
         +27.50         -5.20         +6.20         +100.00
         +27.50         +5.20         +6.20         +100.00
#-----------------------------------------------------
# Physical data
#-----------------------------------------------------
            +24.900000  # CG Loc
            +47.800000  # Length
            +23.500000  # Span
             +2.200000  # Fus Radius
             +9.500000  # Tail Ht
#
# End of Airframe data
#
#
#     BASIC AERODYNAMIC COEFFICIENTS
#
# AERODATA OPTIONS MUST BE LISTED HERE
aeropt AdvancedTEF
aeropt LefIncludedinCL
#
#-----------------------------------------------------
#     MACH BREAKPOINTS
#-----------------------------------------------------
+23.000000  # Num MACH
#
  +0.000000  +0.200000  +0.300000  +0.400000  +0.500000  +0.600000  +0.700000  +0.800000  +0.900000  +0.950000
  +1.000000  +1.050000  +1.100000  +1.200000  +1.300000  +1.400000  +1.500000  +1.600000  +1.700000  +1.800000
  +1.900000  +2.000000  +2.500000
#-----------------------------------------------------
#     ALPHA BREAKPOINTS
#-----------------------------------------------------
+44.000000  # Num Alpha
#
  -8.000000  -3.000000  -2.000000  -1.000000  +0.000000  +1.000000  +2.000000  +3.000000  +4.000000  +5.000000
  +6.000000  +7.000000  +8.000000  +9.000000 +10.000000 +11.000000 +12.000000 +13.000000 +14.000000 +15.000000
 +16.000000 +17.000000 +18.000000 +19.000000 +20.000000 +21.000000 +22.000000 +23.000000 +24.000000 +25.000000
 +26.000000 +27.000000 +28.000000 +29.000000 +30.000000 +31.000000 +32.000000 +33.000000 +34.000000 +35.000000
 +40.000000 +55.000000 +70.000000 +90.000000
#-----------------------------------------------------
#     LIFT COEFFICIENT  CL
#-----------------------------------------------------
+1.000000   # Table Multiplier
#
# Mach: 0
  -0.372300  -0.139600  -0.093100  -0.046500  +0.000000  +0.046500  +0.093100  +0.139600  +0.186100  +0.232700
  +0.279200  +0.325700  +0.372300  +0.418800  +0.465300  +0.511900  +0.558400  +0.604900  +0.651500  +0.698000
  +0.741700  +0.785300  +0.829000  +0.872700  +0.916300  +0.960000  +1.003700  +1.047300  +1.091000  +1.134700
  +1.178300  +1.222000  +1.265700  +1.289600  +1.310000  +1.310000  +1.310000  +1.310000  +1.310000  +1.310000
  +1.310000  +1.310000  +1.310000  +1.310000
#
# Mach: 0.2
  -0.372300  -0.139600  -0.093100  -0.046500  +0.000000  +0.046500  +0.093100  +0.139600  +0.186100  +0.232700
  +0.279200  +0.325700  +0.372300  +0.418800  +0.465300  +0.511900  +0.558400  +0.604900  +0.651500  +0.698000
  +0.741700  +0.785300  +0.829000  +0.872700  +0.916300  +0.960000  +1.003700  +1.047300  +1.091000  +1.134700
  +1.178300  +1.222000  +1.265700  +1.289600  +1.310000  +1.310000  +1.310000  +1.310000  +1.310000  +1.310000
  +1.310000  +1.310000  +1.310000  +1.310000
#
# Mach: 0.3
  -0.372300  -0.139600  -0.093100  -0.046500  +0.000000  +0.046500  +0.093100  +0.139600  +0.186100  +0.232700
  +0.279200  +0.325700  +0.372300  +0.418800  +0.465300  +0.511900  +0.558400  +0.604900  +0.651500  +0.698000
  +0.741700  +0.785300  +0.829000  +0.872700  +0.916300  +0.960000  +1.003700  +1.047300  +1.091000  +1.134700
  +1.178300  +1.222000  +1.265700  +1.289600  +1.310000  +1.310000  +1.310000  +1.310000  +1.310000  +1.310000
  +1.310000  +1.310000  +1.310000  +1.310000
#
# Mach: 0.4
  -0.372300  -0.139600  -0.093100  -0.046500  +0.000000  +0.046500  +0.093100  +0.139600  +0.186100  +0.232700
  +0.279200  +0.325700  +0.372300  +0.418800  +0.465300  +0.511900  +0.558400  +0.604900  +0.651500  +0.698000
  +0.741700  +0.785300  +0.829000  +0.872700  +0.916300  +0.960000  +1.003700  +1.047300  +1.091000  +1.134700
  +1.178300  +1.222000  +1.265700  +1.289600  +1.310000  +1.310000  +1.310000  +1.310000  +1.310000  +1.310000
  +1.310000  +1.310000  +1.310000  +1.310000
#
# Mach: 0.5
  -0.372300  -0.139600  -0.093100  -0.046500  +0.000000  +0.046500  +0.093100  +0.139600  +0.186100  +0.232700
  +0.279200  +0.325700  +0.372300  +0.418800  +0.465300  +0.511900  +0.558400  +0.604900  +0.651500  +0.698000
  +0.741700  +0.785300  +0.829000  +0.872700  +0.916300  +0.960000  +1.003700  +1.047300  +1.091000  +1.134700
  +1.178300  +1.222000  +1.265700  +1.289600  +1.310000  +1.310000  +1.310000  +1.310000  +1.310000  +1.310000
  +1.310000  +1.310000  +1.310000  +1.310000
#
# Mach: 0.6
  -0.372300  -0.139600  -0.093100  -0.046500  +0.000000  +0.046500  +0.093100  +0.139600  +0.186100  +0.232700
  +0.279200  +0.325700  +0.372300  +0.418800  +0.465300  +0.511900  +0.558400  +0.604900  +0.651500  +0.698000
  +0.741700  +0.785300  +0.829000  +0.872700  +0.916300  +0.960000  +1.003700  +1.047300  +1.091000  +1.134700
  +1.178300  +1.222000  +1.265700  +1.289600  +1.310000  +1.310000  +1.310000  +1.310000  +1.310000  +1.310000
