12
2 0 3    # AN-2
0 0 0    # KC-10
0 0 1   # AH-64D
1 0 0   # MIG19
1 0 1   # MIG29
1 0 2   # SU27
0 1 0   # BMP1  -- 6
0 1 1   # SCUD  -- 7
0 1 2   # T-72  -- 8
2 1 0   # ZSU-23-4 - 9
2 1 1   # SA-6  -- 10
2 0 4   # TU16
#5
15
# NOTE all positions are ownship relative
2    9000.0  -50.0   -4000.0 3  # flight x y z numWaypoints
     9000.0  -50.0   -4000.0 0.0 0  # waypoint[n] x y z arrival loiter type
     18000.0  -50.0    -4000.0   170.0 0.0
     26000.0  10464.0  -4000.0       340.0 0.0
2   9000.0  -550.0   -4000.0       3
    9000.0  -550.0   -4000.0       0.0 0
    18000.0  -550.0    -4000.0 170.0 0.0
    26000.0  10464.0  -4000.0       340.0 0.0
0  2900.0  650.0   -4500.0       3
   2900.0  650.0   -4500.0       0.0 0
   18000.0  650.0   -4500.0 170.0 0
   26000.0 -10000.0  4500.0       180.0 0
0 2900.0  150.0  -4500.0 3
  2900.0  150.0  -4500.0 0.0 0
  18000.0 150.0   -4500.0 170.0 0.0
  26000.0  -10000.0  -4500.0        180.0 0
8 20000.0  0.0  0.0  2
  20000.0  0.0  0.0     0.0 0
      0.0  0.0  0.0  1000.0 0
6 30000.0  250.0  0.0  2
  30000.0  250.0  0.0     0.0 0
      0.0  250.0  0.0  1000.0 0
8 -20000.0  500.0  0.0  2
  -20000.0  500.0  0.0     0.0 0
      0.0  500.0  0.0  1000.0 0
6 20000.0  -750.0  0.0  2
  20000.0  -750.0  0.0     0.0 0
      0.0  750.0  0.0  1000.0 0
8 20000.0  1000.0  0.0  2
  20000.0  1000.0  0.0     0.0 0
      0.0  1000.0  0.0  1000.0 0
7 20250.0  125.0  0.0  2
  20250.0  125.0  0.0     0.0 0
    250.0  125.0  0.0  1000.0 0
7 20250.0  875.0  0.0  2
  20250.0  875.0  0.0     0.0 0
    250.0  875.0  0.0  1000.0 0
10 20500.0  -100.0  0.0  2
  20500.0  -100.0  0.0     0.0 0
    100.0  -100.0  0.0  1000.0 0
10 20500.0  1100.0  0.0  2
  20500.0  1100.0  0.0     0.0 0
    300.0  1100.0  0.0  1000.0 0
9 20600.0  500.0  0.0  2
   20600.0  500.0  0.0     0.0 0
     600.0  500.0  0.0  1000.0 0
1        0.0  18000.0   -20000.0       5
         0.0  18000.0   -20000.0       0.0       0.0
     90000.0  18000.0   -20000.0     180.0       0.0
     90000.0  48000.0   -20000.0     240.0       0.0
         0.0  48000.0   -20000.0     420.0       0.0
         0.0  18000.0   -20000.0     600.0     600.0
