7
2 0 3    # AN-2
0 0 0    # KC-10
0 0 1   # AH-64D
2 0 0   # MIG19
2 0 1   # MIG29
2 0 2   # SU27
2 0 4   # TU16
5
# NOTE all positions are ownship relative
4    1800.0     50.0  -10000.0 3  # flight x y z numWaypoints
     1800.0     50.0  -10000.0    0.0    0.0
   110000.0      0.0  -10500.0  170.0    0.0
  -110000.0      0.0  -10500.0  340.0    0.0
4    1100.0    -50.0  -10000.0 3
     1100.0    -50.0  -10000.0    0.0    0.0
   110000.0    500.0  -10500.0  170.0    0.0
  -110000.0    500.0  -10500.0  340.0    0.0
6    5500.0  55000.0  -10000.0 3
     5500.0  55000.0  -10000.0    0.0    0.0
        0.0      0.0  -10000.0   90.0    0.0
    50000.0  55000.0  -10000.0  180.0    0.0
6    5500.0  50500.0  -10000.0 3
     5500.0  50500.0  -10000.0    0.0    0.0
        0.0      0.0  -10000.0   90.0    0.0
    50000.0  50500.0  -10000.0  180.0    0.0
1       0.0  18000.0  -20000.0 5
        0.0  18000.0  -20000.0    0.0    0.0
    90000.0  18000.0  -20000.0  180.0    0.0
    90000.0  48000.0  -20000.0  240.0    0.0
        0.0  48000.0  -20000.0  420.0    0.0
        0.0  18000.0  -20000.0  600.0  600.0

