7
2 0 3    # AN-2
0 0 0    # KC-10
0 0 1   # AH-64D
2 0 0   # MIG19
2 0 1   # MIG29
2 0 2   # SU27
2 0 4   # TU16
5
# NOTE all positions are ownship relative
3     7000.0  2310.0     -10000.0 3  # flight x y z numWaypoints
      7000.0  2310.0     -10000.0     0.0 0.0
      7000.0 -45500.0    -10000.0   170.0 0.0
      7000.0 -10464.0    -10000.0   340.0 0.0
3     7000.0  2310.0     -10100.0 3  # flight x y z numWaypoints
      7000.0  2310.0     -10100.0     0.0 0.0
      7000.0 -45500.0    -10100.0   170.0 0.0
      7000.0 -10464.0    -10100.0   340.0 0.0
6    66000.0  650.0      -10100.0 3
     66000.0  650.0      -10100.0     0.0 0.0
     48000.0  650.0      -10100.0    40.0 0.0
    -26000.0 -10000.0    -10000.0   150.0 0.0
6    66000.0  650.0      -10000.0 3
     66000.0  650.0      -10000.0     0.0 0.0
     48000.0  650.0      -10000.0    40.0 0.0
    -26000.0 -10000.0    -10000.0   150.0 0.0
1        0.0  18000.0    -20000.0 5
         0.0  18000.0    -20000.0     0.0 0.0
     90000.0  18000.0    -20000.0   180.0 0.0
     90000.0  48000.0    -20000.0   240.0 0.0
         0.0  48000.0    -20000.0   420.0 0.0
         0.0  18000.0    -20000.0   600.0 600.0
