7
2 0 3    # AN-2
0 0 0    # KC-10
0 0 1   # AH-64D
2 0 0   # MIG19
2 0 1   # MIG29
2 0 2   # SU27
2 0 4   # TU16
11
#1
#1        0.0  18000.0   -20000.0       5
#         0.0  18000.0   -20000.0       0.0       0.0
#     90000.0  18000.0   -20000.0     180.0       0.0
#     90000.0  48000.0   -20000.0     240.0       0.0
#         0.0  48000.0   -20000.0     420.0       0.0
#         0.0  18000.0   -20000.0     600.0     600.0
# NOTE all positions are ownship relative
0      5700.0      0.0   -10100.0       3  # flight x y z numWaypoints
       5700.0      0.0   -10100.0     0.0        0
     18000.0     50.0   -10100.0   170.0        0.0
     26000.0  10464.0   -10100.0   340.0      100.0
0      5700.0      0.0    -9900.0       3
       5700.0      0.0    -9900.0       0.0      0
     18000.0     50.0   -10000.0     170.0      0.0
     26000.0  10464.0   -10000.0     340.0    100.0
0      5700.0    100.0   -10000.0       3
       5700.0    100.0   -10000.0       0.0      0
     18000.0    650.0   -10000.0     170.0      0
     26000.0 -10000.0   -10100.0     180.0    100.0
0      5700.0   -100.0   -10000.0       3
       5700.0   -100.0   -10000.0       0.0      0
     18000.0    150.0   -10000.0     170.0      0.0
     26000.0 -10000.0   -10100.0     180.0    100.0
2    86000.0  40050.0   -25000.0       5  # flight x y z numWaypoints
     86000.0  40050.0   -25000.0       0.0      0
     90000.0  40050.0   -25000.0      10.0      0.0
     -8000.0 -18050.0   -25000.0     170.0      0.0
    -18000.0  10464.0   -25000.0     340.0      0.0
         0.0      0.0    -5000.0     510.0    100.0
2    86000.0  40500.0   -25000.0       5
     86000.0  40500.0   -25000.0       0.0      0
     90000.0  40500.0   -25000.0      10.0      0.0
     -8000.0 -18550.0   -25000.0     170.0      0.0
    -18000.0  10464.0   -25000.0     340.0      0.0
         0.0      0.0   -25000.0     510.0    100.0
6     8500.0   -550.0   -10100.0       3  # flight x y z numWaypoints
      8500.0   -550.0   -10100.0     0.0        0
     18000.0 -10250.0   -10100.0   20.0        0.0
     26000.0  10464.0   -10100.0   40.0      100.0
6     8500.0   -550.0    -9900.0       3
      8500.0   -550.0    -9900.0       0.0      0
     18000.0 -10250.0    -9900.0     20.0      0.0
     26000.0 -10464.0    -9900.0     40.0    100.0
6     8500.0   -500.0   -10000.0       3
      8500.0   -500.0   -10000.0       0.0      0
     18000.0 -10250.0   -10000.0     20.0      0
     26000.0 -10000.0   -10000.0     40.0    100.0
6     8500.0   -600.0   -10000.0       3
      8500.0   -600.0   -10000.0       0.0      0
     18000.0 -10250.0   -10000.0     20.0      0.0
     26000.0 -10000.0   -10000.0     40.0    100.0
1        0.0  18000.0   -20000.0       5
         0.0  18000.0   -20000.0       0.0       0.0
     90000.0  18000.0   -20000.0     180.0       0.0
     90000.0  48000.0   -20000.0     240.0       0.0
         0.0  48000.0   -20000.0     420.0       0.0
         0.0  18000.0   -20000.0     600.0     600.0
