# Revised 31st July 2020 by Red Dog
# New 4.35 structure - corrected ILS freqs
# 
# File format is as follows:
#
# <campaign ID> <tacan ch#> <tacan band> <callsign> <range> <tacan_type> \
# <tower_freq_UHF> <tower_freq_VHF> <runway1_ils_freq> <runway2_ils_freq> <runway3_ils_freq> \
# <runway4_ils_freq> <OPS_freq_UHF> <GROUND_freq_UHF> <APPROACH_freq_UHF> <LSO_freq_UHF> <ATIS_freq_VHF>
# <TOWER_FRAG> <GROUND FRAG> <APPROACH FRAG> <ATIS STATION FRAG>
# 
# Chongju - ex Cheongju
764 042 X 18 35 1 250200 118700 0 0 0 11170 305500 275800 292900 0 128850 2527 2435 2481 18
# 
# Choongwon (R603) - ex Chungju (Jhunju)
870 005 X 39 70 1 230150 126200 11130 11130 0 0 234950 275900 306700 0 135600 3286 3287 3285 39
# 
# Kangnung - ex Gangneung (Kangnung)
869 056 X 38 70 1 334900 126200 0 11150 0 0 226175 275800 304000 0 132050 2547 2455 2501 38
# 
# Seosan - ex Haemi
882 052 X 43 35 1 353100 126750 0 0 0 11150 318100 275800 253950 0 130300 2552 2460 2506 43
# 
# Kimhae - ex Kimhae
2239 117 X 8 140 1 233300 118100 0 0 10950 10850 235100 274800 225100 0 126650 2517 2425 2471 8
# 
# Kimpo - ex Kimpo (Gimpo)
276 083 X 14 35 1 240900 118050 10830 10870 11070 10990 317800 236700 363800 0 126350 2523 2431 2477 14
# 
# Kunsan - ex Kunsan (Gunsan)
766 075 X 19 140 1 292300 126500 11030 11030 0 0 304800 273525 292650 0 120225 2528 2436 2482 19
# 
# Kwangju - ex Kwangju (Gwangju)
767 091 X 20 140 1 254600 126200 11110 11110 0 0 234700 275800 268000 0 128875 2529 2437 2483 20
# 
# Osan - ex Osan
362 094 X 11 140 1 308800 122100 11130 11130 0 0 272700 253700 306300 0 132125 2520 2428 2474 11
# 
# Pohang (R815) - ex Pohang
58 072 X 7 100 1 236600 118050 0 11090 0 0 317375 275400 232400 0 127400 2516 2424 2470 7
# 
# P'Yong'Taeg (A-511) Desiderio - ex Pyongtaeg
877 019 X 42 35 1 257800 122500 0 10850 0 0 294100 229700 363100 0 128250 2551 2459 2505 42
# 
# Sachon (R814) - ex Samcheonpo / Hwa Dong
212 037 X 6 35 1 305400 130200 10810 11150 0 0 225475 275800 317425 0 126625 2515 2423 2469 6
# 
# Seoul (K-16) - ex Seoul
277 046 X 15 35 1 237100 126200 10895 0 11090 0 225775 276200 363900 0 126400 2524 2432 2478 15
# 
# Suwon (K-13) - ex Suweon ILS = 33R 15L 33L 15R
360 022 X 12 70 1 366000 126200 10850 0 0 0 225675 275700 306400 0 126425 2521 2429 2475 12
# 
# Taegu (K-2) - ex Taegu (Daegu)
778 125 X 21 35 1 365000 126200 11190 0 10870 10870 240600 275800 346300 0 127650 2530 2438 2484 21
# 
# Yechon (K-58) - ex Yecheon (Yechon)
872 026 X 40 100 1 269500 124350 10930 0 0 0 236075 234500 229350 0 135800 2549 2457 2503 40
# 
# Wonju (K-46) - ex Hoengsong
762 060 Y 141 0 1 265500 126200 11020 0 0 0 225575 277800 292600 0 128600 3327 3328 3326 47
# 
# Sokcho (R407) - ex Yang Yang Airstrip
1212 043 X 142 40 1 236600 122200 0 11100 0 0 240500 240400 304400 0 123150 3254 3255 3253 48
# 
# Kumi - ex Gumi Strip
873 002 Y 32766 0 1 236600 122600 0 0 0 0 0 0 0 0 0 0 0 0 -1
# 
# R110 - ex Habdeog Airstrip
883 003 Y 32766 0 1 236600 122600 0 0 0 0 0 0 0 0 0 0 0 0 -1
# 
# R419 - ex Hongcheon Airstrip
867 004 Y 32766 0 1 233800 122800 0 0 0 0 0 0 0 0 0 0 0 0 -1
# 
# R605 - ex Jecheon Airstrip
868 005 Y 32766 0 1 233800 122800 0 0 0 0 0 0 0 0 0 0 0 0 -1
# 
# R601 - ex Jeoncheon
874 006 Y 32766 0 1 236600 122600 0 0 0 0 0 0 0 0 0 0 0 0 41
# 
# R505 - ex Jochiweon Airstrip
879 007 Y 32766 0 1 233800 122800 0 0 0 0 0 0 0 0 0 0 0 0 -1
# 
# R218 - ex Nagpo-ri Airstrip
859 008 Y 32766 0 1 233800 122800 0 0 0 0 0 0 0 0 0 0 0 0 -1
# 
# R217 - ex Pocheon Airstrip
864 009 Y 32766 0 1 233800 122800 0 0 0 0 0 0 0 0 0 0 0 0 -1
# 
# Songwhan - ex Seongwhan Airstrip
876 010 Y 32766 0 1 233800 122800 0 0 0 0 0 0 0 0 0 0 0 0 -1
# 
# R113 - ex Seoul Highway Strip
857 011 Y 32766 0 1 236600 122600 0 0 0 0 0 0 0 0 0 0 0 0 -1
# 
# Chunchon - ex Chuncheon Airstrip
863 012 Y 32766 0 1 233800 122800 0 0 0 0 0 0 0 0 0 0 0 0 -1
# 
# Singal - ex Singal Highway strip
856 013 Y 32766 0 1 233800 122800 0 0 0 0 0 0 0 0 0 0 0 0 -1
# 
# Chongwon - ex Songmu Airstrip
880 014 Y 32766 0 1 233800 122800 0 0 0 0 0 0 0 0 0 0 0 0 -1
# 
# R103 - ex Taemi Airstrip
855 015 Y 32766 0 1 236600 122600 0 0 0 0 0 0 0 0 0 0 0 0 -1
# 
# R107 - ex Tongjin Airstrip
854 016 Y 32766 0 1 233800 122800 0 0 0 0 0 0 0 0 0 0 0 0 -1
# 
# R222 - ex Twitt o Kol Airstrip
865 017 Y 32766 0 1 233800 122800 0 0 0 0 0 0 0 0 0 0 0 0 -1
# 
# Yongju - ex Yeongju Highway Strip
871 018 Y 32766 0 1 233800 122800 0 0 0 0 0 0 0 0 0 0 0 0 -1
# 
# Fukuoka - ex Kadena
438 057 X 46 140 1 225500 126200 10970 10870 0 0 256000 236800 279200 0 127200 2661 2659 2660 46
# 
# Iwakuni MCAS
1986 126 X 32766 100 1 299750 123800 11015 11015 0 0 335700 321300 331400 0 128400 3283 3284 3282 49
# 
# Orang - ex Drang
830 019 Y 9 0 1 264000 133000 0 0 0 0 304600 263100 244300 0 123200 2518 2426 2472 9
# 
# Haeju - ex Haeju
853 020 Y 36 0 1 280400 118300 0 0 0 0 315250 282600 278600 0 122550 2545 2453 2499 36
# 
# Hwangju - ex Hwangju
353 021 Y 13 0 1 337600 122400 0 0 0 0 362525 338400 335200 0 124100 2522 2430 2476 13
# 
# Hwangsuwon - ex Hwangsuwon
1676 022 Y 44 0 1 368500 126300 0 0 0 0 360000 312600 344300 0 123550 2553 2461 2507 44
# 
# Hyon-ni - ex Hyon
840 023 Y 30 0 1 242900 118550 0 0 0 0 298200 241900 230500 0 124325 2539 2447 2493 30
# 
# Iwon - ex Iwon
827 024 Y 29 0 1 234400 122400 0 0 0 0 300600 240600 228900 0 125400 2538 2446 2492 29
# 
# Kaech'on - ex Kaech'on
815 025 Y 23 0 1 350000 127500 0 0 0 0 395500 333100 340800 0 123850 2532 2440 2486 23
# 
# Koksan - ex Koksan
843 026 Y 31 0 1 318200 127700 0 0 0 0 314800 320200 319200 0 124400 2540 2448 2494 31
# 
# Kuum-ni - ex Kuum-ni
408 027 Y 10 0 1 388700 128000 0 0 0 0 320900 350200 380600 0 124200 2519 2427 2473 10
# 
# Kwail - ex Kwail
849 028 Y 33 0 1 349400 125900 0 0 0 0 368450 350000 349600 0 125300 2542 2450 2496 33
# 
# Manpo (84) - ex Manp'o
2220 029 Y 1 0 1 242400 130050 0 0 0 0 326700 262650 262400 0 124500 2510 2418 2464 1
# 
# Mirim = Pyongyang East - ex Mirim
818 059 Y 35 0 1 225300 128650 0 0 0 0 290500 225100 225200 0 123425 2534 2442 2488 25
